  ,biospecimen_repository_sample_id,BioSample,Body Site,Paired Raw R1 Read Count,hg38 unaligned Count,RMHM viral aligned Count,RMHM viral q30 l30 EBV Count,RMHM viral q30 l30 EBV Count,RMHM viral q30 l40 EBV Count,RMHM viral q30 l50 EBV Count,RMHM viral q30 l60 EBV Count,Human Virome EBV Count,RMHM viral q30 l30 CMV Count,RMHM viral q30 l40 CMV Count,RMHM viral q30 l50 CMV Count,RMHM viral q30 l60 CMV Count,Human Virome CMV Count,RMHM viral q30 l30 HSV1 Count,RMHM viral q30 l40 HSV1 Count,RMHM viral q30 l50 HSV1 Count,RMHM viral q30 l60 HSV1 Count,Human Virome HSV1 Count,RMHM viral q30 l30 HSV2 Count,RMHM viral q30 l40 HSV2 Count,RMHM viral q30 l50 HSV2 Count,RMHM viral q30 l60 HSV2 Count,Human Virome HSV2 Count
SRR1095865,GTEX-X4XX-0011-R4B-SM-46MWL,SAMN02464935,Brain - Amygdala,35413600,908112,28846,5,5,5,5,3,7,,,,,,14,14,14,14,8,,,,,
SRR1086561,GTEX-X4XX-0011-R5A-SM-46MWN,SAMN02466122,Brain - Caudate (basal ganglia),34354102,904945,27831,4,4,4,4,4,7,,,,,,4,3,3,3,1,,,,,
SRR1076072,GTEX-X4XX-0011-R6B-SM-46MWP,SAMN02464820,Brain - Nucleus accumbens (basal ganglia),32407165,825499,26352,3,3,3,3,3,5,,,,,,,,,,,,,,,
SRR1098336,GTEX-X4XX-0011-R7A-SM-46MWR,SAMN02465353,Brain - Putamen (basal ganglia),32101890,1069428,29864,2,2,2,2,2,3,,,,,,,,,,,,,,,
SRR1080835,GTEX-X4XX-0011-R8B-SM-46MWM,SAMN02466006,Brain - Hypothalamus,37437671,1029811,31218,2,2,2,2,2,2,,,,,,2,2,2,2,1,,,,,
SRR817258,GTEX-X4XX-2926-SM-3NMB1,SAMN01993885,Brain - Cerebellum,68124290,2007610,109531,47,47,47,45,43,84,,,,,,,,,,,,,,,
SRR808614,GTEX-X4XX-3026-SM-3NMB2,SAMN01993979,Brain - Cortex,62890776,1333727,96903,66,66,61,58,55,118,,,,,,,,,,,,,,,
SRR1077405,GTEX-X4XY-0011-R10B-SM-46MWS,SAMN02466009,Brain - Frontal Cortex (BA9),43556144,1245886,28904,6,6,6,5,5,8,,,,,,,,,,,,,,,
SRR1103048,GTEX-X4XY-0011-R6B-SM-46MVB,SAMN02465814,Brain - Nucleus accumbens (basal ganglia),37955282,1460164,26360,,,,,,4,,,,,,6,6,6,6,2,,,,,
SRR1071289,GTEX-X4XY-0011-R8A-SM-46MVC,SAMN02465296,Brain - Hypothalamus,31765066,812844,21612,2,2,2,2,2,2,,,,,,,,,,,,,,,
SRR1102055,GTEX-X585-0011-R10A-SM-46MUY,SAMN02464769,Brain - Frontal Cortex (BA9),34717082,1030580,28700,4,4,4,4,3,6,,,,,,,,,,,,,,,
SRR1098519,GTEX-X585-0011-R11B-SM-46MUZ,SAMN02465566,Brain - Cerebellar Hemisphere,37960036,1480652,37775,2,2,2,2,1,4,,,,,,,,,,,,,,,
SRR1088389,GTEX-X585-0011-R1B-SM-46MVE,SAMN02464976,Brain - Hippocampus,32646563,904427,26647,1,1,1,1,1,6,,,,,,,,,,,,,,,
SRR1078879,GTEX-X585-0011-R2B-SM-46MVF,SAMN02465354,Brain - Substantia nigra,38855002,1038243,30582,5,5,5,5,5,9,,,,,,,,,,,,,,,
SRR1073143,GTEX-X585-0011-R3B-SM-46MVG,SAMN02465301,Brain - Anterior cingulate cortex (BA24),30008939,753147,24125,,,,,,2,,,,,,,,,,,,,,,
SRR1085015,GTEX-X585-0011-R4B-SM-46MVH,SAMN02465768,Brain - Amygdala,35724631,859111,28833,2,2,2,2,2,3,,,,,,,,,,,,,,,
SRR1082328,GTEX-X585-0011-R5A-SM-46MVI,SAMN02464869,Brain - Caudate (basal ganglia),31846918,857644,26333,3,3,3,3,2,5,,,,,,,,,,,,,,,
SRR1087031,GTEX-X585-0011-R6A-SM-46MVJ,SAMN02465687,Brain - Nucleus accumbens (basal ganglia),30529584,840534,24334,1,1,1,,,2,,,,,,,,,,,,,,,
SRR1072797,GTEX-X585-0011-R8A-SM-46MUX,SAMN02466148,Brain - Hypothalamus,35259031,859989,28205,7,7,7,7,7,8,,,,,,,,,,,,,,,
SRR1081741,GTEX-X585-3026-SM-46MWF,SAMN02465972,Brain - Cortex,36992547,1145689,31347,6,6,6,6,6,7,,,,,,,,,,,,,,,
SRR1099499,GTEX-XLM4-0011-R10A-SM-4AT5P,SAMN02465834,Brain - Frontal Cortex (BA9),36174419,881821,29323,5,5,4,4,4,9,,,,,,,,,,,,,,,
SRR2157460,GTEX-XLM4-0011-R10A-SM-5S2TN,SAMN03877433,Brain - Frontal Cortex (BA9),97524040,1887880,76528,17,17,17,17,16,38,,,,,,,,,,,,,,,
SRR1092797,GTEX-XLM4-0011-R11A-SM-4AT46,SAMN02465538,Brain - Cerebellar Hemisphere,29258722,787181,22233,11,11,11,11,11,19,,,,,,,,,,,,,,,
SRR2170408,GTEX-XLM4-0011-R11A-SM-5S2SY,SAMN03878313,Brain - Cerebellar Hemisphere,97809650,1836943,79308,5,5,5,5,5,18,,,,,,,,,,,,,,,
SRR1079591,GTEX-XLM4-0011-R2B-SM-4AT5Z,SAMN02465373,Brain - Substantia nigra,35403089,830133,27661,1,1,1,1,1,12,,,,,,,,,,,,,,,
SRR1101421,GTEX-XLM4-0011-R3B-SM-4AT6E,SAMN02465511,Brain - Anterior cingulate cortex (BA24),52267988,1239636,38128,7,7,7,6,6,10,,,,,,,,,,,,,,,
SRR1077687,GTEX-XLM4-0011-R4B-SM-4AT5C,SAMN02465094,Brain - Amygdala,30638477,694705,24602,3,3,3,3,3,13,,,,,,,,,,,,,,,
SRR1096966,GTEX-XLM4-0011-R6A-SM-4AT4B,SAMN02465754,Brain - Nucleus accumbens (basal ganglia),44702827,1081015,35403,5,5,5,5,5,22,,,,,,,,,,,,,,,
SRR1087152,GTEX-XLM4-0011-R7A-SM-4AT5L,SAMN02464923,Brain - Putamen (basal ganglia),30559093,800061,23892,2,2,2,2,2,17,,,,,,,,,,,,,,,
SRR1092706,GTEX-XLM4-0011-R8A-SM-4AT44,SAMN02465073,Brain - Hypothalamus,37246857,1414931,31746,6,6,6,6,6,14,,,,,,,,,,,,,,,
SRR1079168,GTEX-XLM4-0011-R9A-SM-4AT45,SAMN02465632,Brain - Spinal cord (cervical c-1),34634267,821548,26677,5,5,5,5,5,11,,,,,,,,,,,,,,,
SRR1069188,GTEX-XLM4-2926-SM-4AT59,SAMN02464724,Brain - Cerebellum,29619857,877117,24928,9,9,8,8,8,18,,,,,,,,,,,,,,,
SRR1082262,GTEX-XLM4-3026-SM-4AT6L,SAMN02465032,Brain - Cortex,35906142,976907,30102,6,6,6,6,5,15,,,,,,,,,,,,,,,
SRR1072367,GTEX-XMD1-0011-R10A-SM-4AT4A,SAMN02465646,Brain - Frontal Cortex (BA9),35254942,718386,27975,4,4,4,4,4,12,,,,,,,,,,,,,,,
SRR1100872,GTEX-XMD1-0011-R11A-SM-4AT5J,SAMN02466102,Brain - Cerebellar Hemisphere,36341894,1353133,36865,7,7,7,7,7,13,,,,,,,,,,,,,,,
SRR1093773,GTEX-XMD1-0011-R1A-SM-4AT4C,SAMN02465338,Brain - Hippocampus,42354551,989225,33103,10,10,10,10,10,24,,,,,,,,,,,,,,,
SRR1084484,GTEX-XMD1-0011-R2B-SM-4AT5N,SAMN02465135,Brain - Substantia nigra,34868243,854228,26672,6,6,6,4,4,14,,,,,,,,,,,,,,,
SRR1078347,GTEX-XMD1-0011-R3B-SM-4AT5R,SAMN02465976,Brain - Anterior cingulate cortex (BA24),34290585,858402,29941,7,7,6,6,4,20,,,,,,,,,,,,,,,
SRR1072178,GTEX-XMD1-0011-R5A-SM-4AT47,SAMN02465309,Brain - Caudate (basal ganglia),37488442,1127806,32341,3,3,3,3,3,16,,,,,,,,,,,,,,,
SRR1099168,GTEX-XMD1-0011-R6A-SM-4AT5K,SAMN02465399,Brain - Nucleus accumbens (basal ganglia),34527114,1047235,30004,9,9,9,9,9,19,,,,,,,,,,,,,,,
SRR1086635,GTEX-XMD1-0011-R8A-SM-4AT48,SAMN02465469,Brain - Hypothalamus,40793803,1064382,33683,3,3,3,2,1,18,,,,,,,,,,,,,,,
SRR1085782,GTEX-XMD1-0011-R9A-SM-4AT49,SAMN02465435,Brain - Spinal cord (cervical c-1),34533368,878102,26699,2,2,2,2,2,10,,,,,,,,,,,,,,,
SRR1086680,GTEX-XMD1-2826-SM-4AT5F,SAMN02465705,Brain - Cerebellum,35500555,1296049,34240,3,3,3,3,3,4,,,,,,,,,,,,,,,
SRR1085975,GTEX-XMD1-2926-SM-4AT42,SAMN02465198,Brain - Cortex,32495184,919393,26841,5,5,5,5,5,12,,,,,,,,,,,,,,,
SRR1074164,GTEX-XOTO-0011-R11B-SM-4B64O,SAMN02465769,Brain - Cerebellar Hemisphere,51053729,1662878,53664,4,4,4,4,4,13,,,,,,,,,,,,,,,
SRR1096851,GTEX-XOTO-0011-R1B-SM-4B65C,SAMN02465822,Brain - Hippocampus,46172699,1258237,43012,4,4,4,4,3,7,,,,,,,,,,,,,,,
SRR1085825,GTEX-XOTO-0011-R3A-SM-4B64W,SAMN02466062,Brain - Anterior cingulate cortex (BA24),53214018,1224616,50301,13,13,12,12,12,15,,,,,,,,,,,,,,,
SRR1075433,GTEX-XOTO-0011-R5A-SM-4B657,SAMN02465893,Brain - Caudate (basal ganglia),60331216,1252929,52703,6,6,6,6,6,14,,,,,,,,,,,,,,,
SRR1079281,GTEX-XOTO-0011-R6B-SM-4B65X,SAMN02465337,Brain - Nucleus accumbens (basal ganglia),41277305,1149435,37444,2,2,2,2,2,7,,,,,,,,,,,,,,,
SRR1085662,GTEX-XOTO-0011-R7B-SM-4B64R,SAMN02466134,Brain - Putamen (basal ganglia),55427977,1115180,47549,10,10,9,9,9,14,,,,,,,,,,,,,,,
SRR1083100,GTEX-XOTO-0011-R8A-SM-4B65J,SAMN02466071,Brain - Hypothalamus,57190611,1584427,53956,5,5,4,4,4,9,,,,,,,,,,,,,,,
SRR1093527,GTEX-XOTO-2926-SM-4B65G,SAMN02465654,Brain - Cerebellum,56611796,1630893,57473,11,11,11,11,11,19,,,,,,,,,,,,,,,
SRR1083632,GTEX-XOTO-3026-SM-4B65M,SAMN02465232,Brain - Cortex,59447324,1328351,53461,4,4,4,4,4,12,,,,,,,,,,,,,,,
SRR1439807,GTEX-Y111-2726-SM-4TT3N,SAMN02787663,Brain - Cortex,85163278,2574038,90944,,,,,,,,,,,,,,,,,,,,,
SRR1499982,GTEX-Y111-2826-SM-4TT3O,SAMN02793414,Brain - Cerebellum,54028483,2182815,72968,,,,,,,,,,,,,,,,,,,,,
SRR1474553,GTEX-Y8DK-0011-R10A-SM-4SOK1,SAMN02791328,Brain - Frontal Cortex (BA9),31663948,733810,22182,,,,,,,,,,,,,,,,,,,,,
SRR1325665,GTEX-Y8DK-0011-R11A-SM-4SOK2,SAMN02788066,Brain - Cerebellar Hemisphere,33685146,1298945,31841,,,,,,,,,,,,,,,,,,,,,
SRR1366579,GTEX-Y8DK-0011-R1A-SM-4RGLO,SAMN02790417,Brain - Hippocampus,47496004,950706,39011,6,6,6,6,6,4,,,,,,,,,,,,,,,
SRR1395834,GTEX-Y8DK-0011-R3A-SM-4RTW5,SAMN02791188,Brain - Anterior cingulate cortex (BA24),36773236,949157,27206,,,,,,,,,,,,175,157,152,148,44,,,,,
SRR1466641,GTEX-Y8DK-0011-R5B-SM-4RTW6,SAMN02790297,Brain - Caudate (basal ganglia),30569048,712140,22105,,,,,,,,,,,,,,,,,,,,,
SRR1442885,GTEX-Y8DK-0011-R6A-SM-4V6EG,SAMN02792319,Brain - Nucleus accumbens (basal ganglia),49792899,1189237,53442,11,11,11,11,11,15,,,,,,,,,,,,,,,
SRR1406976,GTEX-Y8DK-0011-R7A-SM-4SOJZ,SAMN02788522,Brain - Putamen (basal ganglia),41581491,914235,26632,,,,,,,,,,,,,,,,,,,,,
SRR1479239,GTEX-Y8DK-0726-SM-4TT3S,SAMN02791116,Brain - Cerebellum,51644142,1648332,62772,,,,,,,,,,,,,,,,,,,,,
SRR1480059,GTEX-Y8DK-0826-SM-4TT3T,SAMN02792508,Brain - Cortex,53031090,1355067,57127,,,,,,,,,,,,,,,,,,,,,
SRR1328895,GTEX-YFC4-0011-R10a-SM-4SOK5,SAMN02787357,Brain - Frontal Cortex (BA9),31171336,995250,23682,,,,,,,,,,,,,,,,,,,,,
SRR1387875,GTEX-YFC4-0011-R11a-SM-4SOK6,SAMN02787551,Brain - Cerebellar Hemisphere,39470030,1269844,34970,,,,,,,,,,,,,,,,,,,,,
SRR1475969,GTEX-YFC4-0011-R1a-SM-4V6EH,SAMN02789710,Brain - Hippocampus,60330959,996824,57775,18,18,18,18,17,30,,,,,,,,,,,,,,,
SRR1455171,GTEX-YFC4-0011-R2a-SM-4V6DZ,SAMN02788717,Brain - Substantia nigra,55302302,1207445,58315,13,13,13,13,13,22,,,,,,,,,,,,,,,
SRR1362219,GTEX-YFC4-0011-R3a-SM-4RGLP,SAMN02791691,Brain - Anterior cingulate cortex (BA24),53936558,1310699,48882,,,,,,2,,,,,,,,,,,,,,,
SRR1485652,GTEX-YFC4-0011-R4a-SM-4RGLQ,SAMN02792790,Brain - Amygdala,51830285,1181930,45292,4,4,4,4,4,7,,,,,,,,,,,,,,,
SRR1486863,GTEX-YFC4-0011-R5a-SM-4RGLR,SAMN02788202,Brain - Caudate (basal ganglia),58856333,1185373,48582,3,3,3,3,2,3,,,,,,,,,,,,,,,
SRR1329551,GTEX-YFC4-0011-R6b-SM-4V6E1,SAMN02793337,Brain - Nucleus accumbens (basal ganglia),47292715,1163457,53303,10,10,10,10,10,19,,,,,,,,,,,,,,,
SRR1467011,GTEX-YFC4-0011-R7b-SM-4V6E2,SAMN02791417,Brain - Putamen (basal ganglia),52013832,973878,49074,20,20,19,19,16,27,,,,,,,,,,,,,,,
SRR1467455,GTEX-YFC4-0011-R8a-SM-4SOK3,SAMN02793730,Brain - Hypothalamus,38389970,1079533,28108,,,,,,,,,,,,,,,,,,,,,
SRR1323603,GTEX-YFC4-0011-R9a-SM-4SOK4,SAMN02790326,Brain - Spinal cord (cervical c-1),43578750,1344825,31250,,,,,,,,,,,,,,,,,,,,,
SRR1404168,GTEX-YFC4-3026-SM-5IFJK,SAMN02791804,Brain - Cerebellum,41090473,1133228,60179,,,,,,,,,,,,,,,,,,,,,
SRR1469904,GTEX-YFC4-3126-SM-5PNV6,SAMN02787414,Brain - Cortex,39095037,758365,29839,,,,,,,,,,,,,,,,,,,,,
SRR1389979,GTEX-YJ89-0011-R10a-SM-4SOK9,SAMN02791263,Brain - Frontal Cortex (BA9),30533679,756633,21605,,,,,,,,,,,,,,,,,,,,,
SRR1458422,GTEX-YJ89-0011-R11a-SM-4SOKA,SAMN02789628,Brain - Cerebellar Hemisphere,44289713,1331314,34645,,,,,,,,,,,,,,,,,,,,,
SRR1487295,GTEX-YJ89-0011-R1a-SM-4RGLS,SAMN02788766,Brain - Hippocampus,50605950,1100937,40679,1,1,1,1,1,2,,,,,,,,,,,,,,,
SRR1499823,GTEX-YJ89-0011-R2b-SM-4RGLT,SAMN02789226,Brain - Substantia nigra,70542935,1510683,50423,5,5,5,5,5,8,,,,,,,,,,,,,,,
SRR1470703,GTEX-YJ89-0011-R3b-SM-4V6EF,SAMN02791524,Brain - Anterior cingulate cortex (BA24),62275505,1061093,59633,2,2,2,2,2,11,,,,,,,,,,,,,,,
SRR1451964,GTEX-YJ89-0011-R5a-SM-4V6GM,SAMN02792833,Brain - Caudate (basal ganglia),52369776,997771,50962,13,13,13,13,13,28,,,,,,,,,,,,,,,
SRR1353285,GTEX-YJ89-0011-R6a-SM-4V6GN,SAMN02789285,Brain - Nucleus accumbens (basal ganglia),54620854,1306187,61719,23,23,23,23,23,54,,,,,,,,,,,,,,,
SRR1348861,GTEX-YJ89-0011-R7a-SM-4V6GO,SAMN02788020,Brain - Putamen (basal ganglia),57179826,1168447,52810,8,8,8,8,8,26,,,,,,,,,,,,,,,
SRR1421198,GTEX-YJ89-0011-R8b-SM-4SOK8,SAMN02788897,Brain - Hypothalamus,39699164,1368364,26458,,,,,,,,,,,,,,,,,,,,,
SRR1475609,GTEX-YJ89-0011-R9a-SM-4SOK7,SAMN02788231,Brain - Spinal cord (cervical c-1),44960298,1392828,34362,,,,,,,,,,,,,,,,,,,,,
SRR1441224,GTEX-YJ89-2926-SM-5P9IT,SAMN02787783,Brain - Cerebellum,66177265,2012308,85104,,,,,,,,,,,,,,,,,,,,,
SRR1466993,GTEX-YJ89-3026-SM-5IFJI,SAMN02793044,Brain - Cortex,45706433,884801,55262,,,,,,,,,,,,,,,,,,,,,
SRR1333741,GTEX-Z93S-0011-R10a-SM-4RGNM,SAMN02789400,Brain - Frontal Cortex (BA9),43852763,1051385,38568,8,8,8,8,8,9,,,,,,,,,,,,,,,
SRR1397266,GTEX-Z93S-0011-R11a-SM-4RGNN,SAMN02790829,Brain - Cerebellar Hemisphere,40947657,1264608,42950,1,1,1,1,1,1,,,,,,,,,,,,,,,
SRR1386818,GTEX-Z93S-0011-R2a-SM-4RGNG,SAMN02792579,Brain - Substantia nigra,52280970,1211288,45248,,,,,,1,,,,,,,,,,,,,,,
SRR1436394,GTEX-Z93S-0011-R3b-SM-4RGNH,SAMN02787990,Brain - Anterior cingulate cortex (BA24),35104517,883737,29149,,,,,,,,,,,,,,,,,,,,,
SRR1398157,GTEX-Z93S-0011-R5b-SM-4RGNI,SAMN02787453,Brain - Caudate (basal ganglia),33684045,867170,28386,2,2,2,2,2,2,,,,,,,,,,,,,,,
SRR1367870,GTEX-Z93S-0011-R6b-SM-4RGNJ,SAMN02788914,Brain - Nucleus accumbens (basal ganglia),36093946,859470,29834,2,2,2,2,2,2,,,,,,,,,,,,,,,
SRR1341008,GTEX-Z93S-0011-R7b-SM-4RGNK,SAMN02792942,Brain - Putamen (basal ganglia),43378240,905398,35206,7,7,6,6,6,5,,,,,,,,,,,,,,,
SRR1464327,GTEX-Z93S-0011-R8a-SM-4RGNL,SAMN02792150,Brain - Hypothalamus,41256529,901381,35291,4,4,4,4,4,4,,,,,,,,,,,,,,,
SRR1356204,GTEX-Z93S-2826-SM-57WBL,SAMN02790562,Brain - Cerebellum,58440382,1509138,56653,12,12,12,12,12,23,,,,,,,,,,,,,,,
SRR1417047,GTEX-Z93S-2926-SM-57WB9,SAMN02791749,Brain - Cortex,44479267,764508,35739,12,12,12,12,12,19,,,,,,,,,,,,,,,
SRR1387809,GTEX-ZAB4-0011-R10a-SM-4SOKH,SAMN02791146,Brain - Frontal Cortex (BA9),47644912,1241358,35090,,,,,,,,,,,,,,,,,,,,,
SRR1473185,GTEX-ZAB4-0011-R11a-SM-4SOKI,SAMN02791376,Brain - Cerebellar Hemisphere,41558809,1658340,37399,,,,,,,,,,,,,,,,,,,,,
SRR1339387,GTEX-ZAB4-0011-R1a-SM-4RGNO,SAMN02792587,Brain - Hippocampus,35047655,950886,31167,10,10,10,10,10,11,,,,,,,,,,,,,,,
SRR1430884,GTEX-ZAB4-0011-R2a-SM-4RGNP,SAMN02790209,Brain - Substantia nigra,37767196,992451,33665,,,,,,1,,,,,,,,,,,,,,,
SRR1420984,GTEX-ZAB4-0011-R3a-SM-4RGNQ,SAMN02790454,Brain - Anterior cingulate cortex (BA24),54205602,1320142,46625,2,2,2,2,2,3,,,,,,,,,,,,,,,
SRR1339740,GTEX-ZAB4-0011-R4a-SM-4SOKB,SAMN02791554,Brain - Amygdala,32755089,1032387,24973,,,,,,,,,,,,,,,,,,,,,
SRR1486626,GTEX-ZAB4-0011-R5a-SM-4SOKC,SAMN02788919,Brain - Caudate (basal ganglia),38412240,854564,27213,,,,,,,,,,,,,,,,,,,,,
SRR1332275,GTEX-ZAB4-0011-R6a-SM-4SOKD,SAMN02792615,Brain - Nucleus accumbens (basal ganglia),33356523,784258,23794,,,,,,,,,,,,,,,,,,,,,
SRR1415895,GTEX-ZAB4-0011-R7a-SM-4SOKE,SAMN02787573,Brain - Putamen (basal ganglia),33594781,739967,24167,,,,,,,,,,,,,,,,,,,,,
SRR1355635,GTEX-ZAB4-0011-R8b-SM-4SOKF,SAMN02788530,Brain - Hypothalamus,42897204,1164745,29378,,,,,,,,,,,,,,,,,,,,,
SRR1346813,GTEX-ZAB4-0011-R9a-SM-4SOKG,SAMN02790367,Brain - Spinal cord (cervical c-1),40566818,1115492,28112,,,,,,,,,,,,,,,,,,,,,
SRR1327811,GTEX-ZAB4-2926-SM-57WCV,SAMN02793431,Brain - Cerebellum,48936982,1429998,49543,17,17,17,16,16,26,,,,,,,,,,,,,,,
SRR1485954,GTEX-ZAJG-3026-SM-5HL92,SAMN02792201,Brain - Cerebellum,42153681,1114683,42757,,,,,,,,,,,,,,,,,,,,,
SRR1489502,GTEX-ZAJG-3126-SM-5HL9J,SAMN02787805,Brain - Cortex,39777616,864125,34432,,,,,,,,,,,,,,,,,,,,,
SRR1400375,GTEX-ZAK1-2926-SM-5HL9S,SAMN02789232,Brain - Cerebellum,38748421,950198,35831,,,,,,,,,,,,,,,,,,,,,
SRR1401424,GTEX-ZAK1-3026-SM-5S2MJ,SAMN02792299,Brain - Cortex,40376591,1137891,26277,7,7,7,7,7,12,,,,,,,,,,,,,,,
SRR1447693,GTEX-ZDXO-0011-R10a-SM-4WWD8,SAMN02791733,Brain - Frontal Cortex (BA9),37933556,861341,31413,24,24,23,22,21,34,,,,,,,,,,,,,,,
SRR1429307,GTEX-ZDXO-0011-R11a-SM-4WWD9,SAMN02793287,Brain - Cerebellar Hemisphere,50050710,1566164,48568,24,24,23,23,23,39,,,,,,,,,,,,,,,
SRR1472323,GTEX-ZDXO-0011-R1a-SM-4WKF4,SAMN02790848,Brain - Hippocampus,46536730,1004959,35695,17,17,16,15,15,31,,,,,,,,,,,,,,,
SRR1420625,GTEX-ZDXO-0011-R2b-SM-4WKFG,SAMN02793029,Brain - Substantia nigra,49447530,997715,34759,8,8,8,8,8,12,,,,,,,,,,,,,,,
SRR1416999,GTEX-ZDXO-0011-R3a-SM-4WKFS,SAMN02791706,Brain - Anterior cingulate cortex (BA24),43499032,1094361,34738,5,5,5,5,5,12,,,,,,,,,,,,,,,
SRR1457221,GTEX-ZDXO-0011-R5a-SM-4WKG5,SAMN02792896,Brain - Caudate (basal ganglia),61319496,1439133,48748,7,7,7,7,7,17,,,,,,,,,,,,,,,
SRR1467882,GTEX-ZDXO-0011-R6a-SM-4WWCT,SAMN02791674,Brain - Nucleus accumbens (basal ganglia),47004496,1119125,40468,18,18,18,17,17,47,,,,,,,,,,,,,,,
SRR1475022,GTEX-ZDXO-0011-R7a-SM-4WWCU,SAMN02792734,Brain - Putamen (basal ganglia),34774388,706936,26892,24,24,23,21,21,36,,,,,,,,,,,,,,,
SRR1336069,GTEX-ZDXO-0011-R8a-SM-4WWD7,SAMN02788029,Brain - Hypothalamus,34789130,880839,29753,14,14,14,14,13,34,,,,,,,,,,,,,,,
SRR1341277,GTEX-ZDXO-2126-SM-4WKFI,SAMN02793699,Brain - Cortex,42037888,945904,32156,7,7,7,7,7,11,,,,,,,,,,,,,,,
SRR1441200,GTEX-ZDXO-2926-SM-4WKFM,SAMN02789660,Brain - Cerebellum,36694839,962454,34784,5,5,5,5,5,7,,,,,,,,,,,,,,,
SRR1415234,GTEX-ZE7O-0011-R10a-SM-57WAZ,SAMN02793139,Brain - Frontal Cortex (BA9),36714699,785531,30969,6,6,6,6,6,11,,,,,,,,,,,,,,,
SRR1338323,GTEX-ZE7O-0011-R11a-SM-57WBC,SAMN02789578,Brain - Cerebellar Hemisphere,40930292,1105524,42490,75,75,75,75,74,169,,,,,,,,,,,14,12,11,11,4
SRR1443979,GTEX-ZE7O-0011-R1a-SM-57WDM,SAMN02789141,Brain - Hippocampus,59538767,1661643,42149,9,9,9,9,8,18,,,,,,,,,,,,,,,
SRR1375635,GTEX-ZE7O-0011-R5a-SM-57WBO,SAMN02788341,Brain - Caudate (basal ganglia),39069711,818844,31824,11,11,11,11,11,14,2,2,2,2,1,,,,,,,,,,
SRR1500405,GTEX-ZE7O-0011-R6a-SM-57WCI,SAMN02787484,Brain - Nucleus accumbens (basal ganglia),39778858,1010674,33083,6,6,5,5,5,17,,,,,,,,,,,,,,,
SRR1457551,GTEX-ZE7O-0011-R7a-SM-57WCU,SAMN02790275,Brain - Putamen (basal ganglia),42714964,1018566,32596,8,8,8,8,8,15,,,,,,,,,,,,,,,
SRR1441546,GTEX-ZE7O-3126-SM-5HL5X,SAMN02792468,Brain - Cortex,35272967,639362,30268,,,,,,,,,,,,,,,,,,,,,
SRR1446937,GTEX-ZE9C-0011-R11a-SM-4WKGG,SAMN02790974,Brain - Cerebellar Hemisphere,42318543,1142453,39043,8,8,8,8,8,14,,,,,,,,,,,,,,,
SRR1419893,GTEX-ZE9C-0011-R2a-SM-4WKGH,SAMN02787409,Brain - Substantia nigra,46024855,3586362,41545,5,5,5,5,5,13,,,,,,,,,,,,,,,
SRR1489779,GTEX-ZE9C-0011-R3a-SM-4WKGT,SAMN02789415,Brain - Anterior cingulate cortex (BA24),53426676,1397064,45871,5,5,5,5,5,5,,,,,,,,,,,,,,,
SRR1436966,GTEX-ZE9C-0011-R4a-SM-4WKH6,SAMN02791572,Brain - Amygdala,47313490,993906,32788,5,5,5,5,5,10,,,,,,,,,,,,,,,
SRR1375927,GTEX-ZE9C-0011-R5a-SM-5EGLO,SAMN02791570,Brain - Caudate (basal ganglia),51755927,1108451,39207,,,,,,,,,,,,,,,,,,,,,
SRR1333767,GTEX-ZE9C-0011-R6a-SM-4WWCW,SAMN02788247,Brain - Nucleus accumbens (basal ganglia),47493451,1009403,38786,19,19,19,19,19,33,,,,,,,,,,,,,,,
SRR1364739,GTEX-ZE9C-0011-R7a-SM-4WWCX,SAMN02789717,Brain - Putamen (basal ganglia),45150757,977368,39012,28,28,26,26,26,54,,,,,,,,,,,,,,,
SRR1446828,GTEX-ZE9C-0011-R9a-SM-4WWCY,SAMN02789538,Brain - Spinal cord (cervical c-1),64222335,1897266,52936,29,29,29,29,28,65,,,,,,,,,,,,,,,
SRR1419187,GTEX-ZE9C-3026-SM-4WKHB,SAMN02791860,Brain - Cortex,30213149,627178,24397,7,7,7,7,7,10,,,,,,,,,,,,,,,
SRR1485459,GTEX-ZF28-0011-R10a-SM-4WWEH,SAMN02787269,Brain - Frontal Cortex (BA9),55414884,1306199,64070,15,15,13,13,13,22,,,,,,,,,,,,,,,
SRR1439674,GTEX-ZF28-0011-R11a-SM-4WWEI,SAMN02790975,Brain - Cerebellar Hemisphere,47191231,1172615,54703,6,6,6,6,6,10,,,,,,,,,,,,,,,
SRR1387032,GTEX-ZF28-0011-R1a-SM-4WWD1,SAMN02790781,Brain - Hippocampus,37782243,796897,28020,13,13,13,13,13,30,,,,,,,,,,,,,,,
SRR1336292,GTEX-ZF28-0011-R3a-SM-4WWDA,SAMN02789125,Brain - Anterior cingulate cortex (BA24),45038291,1076783,34680,18,18,18,18,17,37,,,,,,,,,,,,,,,
SRR1500998,GTEX-ZF28-0011-R5a-SM-4WWCZ,SAMN02792252,Brain - Caudate (basal ganglia),44931452,1063276,36527,19,19,19,19,16,33,,,,,,,,,,,,,,,
SRR1329885,GTEX-ZF28-0011-R6a-SM-4WKHI,SAMN02788973,Brain - Nucleus accumbens (basal ganglia),44635819,1047369,33466,7,7,7,6,6,11,,,,,,,,,,,,,,,
